"year","zone","type","measure","value"
"2009","S01002035","Flats","Ratio","57.19"
"2006","S01002035","Flats","Ratio","57.05"
"2013","S01002035","Flats","Ratio","56.87"
"2007","S01002035","Detached","Ratio","21.79"
"2012","S01002035","Detached","Ratio","22.04"
"2013","S01002035","Terraced","Ratio","15.02"
"2011","S01002035","Detached","Ratio","22.04"
"2013","S01002035","Semi-Detached","Ratio","6.07"
"2009","S01002035","Semi-Detached","Ratio","6.07"
"2006","S01002035","Detached","Ratio","21.79"
"2008","S01002035","Detached","Ratio","21.73"
"2008","S01002035","Flats","Ratio","57.19"
"2010","S01002035","Detached","Ratio","22.04"
"2009","S01002035","Terraced","Ratio","15.02"
"2012","S01002035","Flats","Ratio","56.87"
"2011","S01002035","Flats","Ratio","56.87"
"2007","S01002035","Terraced","Ratio","14.74"
"2010","S01002035","Semi-Detached","Ratio","6.07"
"2008","S01002035","Semi-Detached","Ratio","6.07"
"2010","S01002035","Terraced","Ratio","15.02"
"2011","S01002035","Semi-Detached","Ratio","6.07"
"2013","S01002036","Detached","Count",0
"2011","S01002036","Detached","Count",0
"2007","S01002036","Detached","Count",0
"2008","S01002036","Detached","Count",0
"2010","S01002036","Detached","Count",0
"2004","S01002036","All","Count",587
"2005","S01002036","All","Count",587
"2006","S01002036","All","Count",587
"2007","S01002036","All","Count",587
"2008","S01002036","All","Count",587
"2009","S01002036","All","Count",587
"2010","S01002036","All","Count",587
"2011","S01002036","All","Count",587
"2012","S01002036","All","Count",587
"2013","S01002036","All","Count",587
"2003","S01002036","All","Count",587
"2010","S01002036","Flats","Count",587
"2006","S01002036","Flats","Count",587
"2012","S01002036","Flats","Count",587
"2011","S01002036","Flats","Count",587
"2009","S01002036","Flats","Count",587
"2013","S01002036","Flats","Count",587
"2007","S01002036","Flats","Count",587
"2008","S01002036","Flats","Count",587
"2008","S01002036","Semi-Detached","Count",0
"2010","S01002036","Semi-Detached","Count",0
"2007","S01002036","Semi-Detached","Count",0
"2011","S01002036","Semi-Detached","Count",0
"2012","S01002036","Semi-Detached","Count",0
"2006","S01002036","Semi-Detached","Count",0
"2013","S01002036","Semi-Detached","Count",0
"2009","S01002036","Semi-Detached","Count",0
"2013","S01002036","Terraced","Count",0
"2012","S01002036","Terraced","Count",0
"2008","S01002036","Terraced","Count",0
"2006","S01002036","Terraced","Count",0
"2009","S01002036","Terraced","Count",0
"2011","S01002036","Terraced","Count",0
"2007","S01002036","Terraced","Count",0
"2010","S01002036","Terraced","Count",0
"2006","S01002036","Unknown","Count",0
"2011","S01002036","Unknown","Count",0
"2007","S01002036","Unknown","Count",0
"2008","S01002036","Unknown","Count",0
"2012","S01002036","Unknown","Count",0
"2010","S01002036","Unknown","Count",0
"2009","S01002036","Unknown","Count",0
"2013","S01002036","Unknown","Count",0
"2009","S01002036","Detached","Count",0
"2006","S01002036","Detached","Count",0
"2012","S01002036","Detached","Count",0
"2008","S01002036","Unknown","Ratio",0
"2008","S01002036","Terraced","Ratio",0
"2011","S01002036","Terraced","Ratio",0
"2007","S01002036","Unknown","Ratio",0
"2011","S01002036","Unknown","Ratio",0
"2006","S01002036","Unknown","Ratio",0
"2007","S01002036","Semi-Detached","Ratio",0
"2013","S01002036","Unknown","Ratio",0
"2006","S01002036","Semi-Detached","Ratio",0
"2009","S01002036","Unknown","Ratio",0
"2007","S01002036","Flats","Ratio",100
"2012","S01002036","Semi-Detached","Ratio",0
"2010","S01002036","Flats","Ratio",100
"2012","S01002036","Unknown","Ratio",0
"2010","S01002036","Unknown","Ratio",0
"2012","S01002036","Terraced","Ratio",0
"2006","S01002036","Terraced","Ratio",0
"2013","S01002036","Detached","Ratio",0
"2009","S01002036","Detached","Ratio",0
"2009","S01002036","Flats","Ratio",100
"2006","S01002036","Flats","Ratio",100
"2013","S01002036","Flats","Ratio",100
"2007","S01002036","Detached","Ratio",0
"2012","S01002036","Detached","Ratio",0
"2013","S01002036","Terraced","Ratio",0
"2011","S01002036","Detached","Ratio",0
"2013","S01002036","Semi-Detached","Ratio",0
"2009","S01002036","Semi-Detached","Ratio",0
"2006","S01002036","Detached","Ratio",0
"2008","S01002036","Detached","Ratio",0
"2008","S01002036","Flats","Ratio",100
"2010","S01002036","Detached","Ratio",0
"2009","S01002036","Terraced","Ratio",0
"2012","S01002036","Flats","Ratio",100
"2011","S01002036","Flats","Ratio",100
"2007","S01002036","Terraced","Ratio",0
"2010","S01002036","Semi-Detached","Ratio",0
"2008","S01002036","Semi-Detached","Ratio",0
"2010","S01002036","Terraced","Ratio",0
"2011","S01002036","Semi-Detached","Ratio",0
"2013","S01002037","Detached","Count",2
"2011","S01002037","Detached","Count",2
"2007","S01002037","Detached","Count",1
"2008","S01002037","Detached","Count",2
"2010","S01002037","Detached","Count",2
"2004","S01002037","All","Count",316
"2005","S01002037","All","Count",316
"2006","S01002037","All","Count",316
"2007","S01002037","All","Count",316
"2008","S01002037","All","Count",317
"2009","S01002037","All","Count",317
"2010","S01002037","All","Count",317
"2011","S01002037","All","Count",317
"2012","S01002037","All","Count",317
"2013","S01002037","All","Count",317
"2003","S01002037","All","Count",315
"2010","S01002037","Flats","Count",305
"2006","S01002037","Flats","Count",305
"2012","S01002037","Flats","Count",305
"2011","S01002037","Flats","Count",305
"2009","S01002037","Flats","Count",305
"2013","S01002037","Flats","Count",305
"2007","S01002037","Flats","Count",305
"2008","S01002037","Flats","Count",305
"2008","S01002037","Semi-Detached","Count",4
"2010","S01002037","Semi-Detached","Count",4
"2007","S01002037","Semi-Detached","Count",4
"2011","S01002037","Semi-Detached","Count",4
"2012","S01002037","Semi-Detached","Count",4
"2006","S01002037","Semi-Detached","Count",4
"2013","S01002037","Semi-Detached","Count",4
"2009","S01002037","Semi-Detached","Count",4
"2013","S01002037","Terraced","Count",6
"2012","S01002037","Terraced","Count",6
"2008","S01002037","Terraced","Count",6
"2006","S01002037","Terraced","Count",6
"2009","S01002037","Terraced","Count",6
"2011","S01002037","Terraced","Count",6
"2007","S01002037","Terraced","Count",6
"2010","S01002037","Terraced","Count",6
"2006","S01002037","Unknown","Count",0
"2011","S01002037","Unknown","Count",0
"2007","S01002037","Unknown","Count",0
"2008","S01002037","Unknown","Count",0
"2012","S01002037","Unknown","Count",0
"2010","S01002037","Unknown","Count",0
"2009","S01002037","Unknown","Count",0
"2013","S01002037","Unknown","Count",0
"2009","S01002037","Detached","Count",2
"2006","S01002037","Detached","Count",1
"2012","S01002037","Detached","Count",2
"2008","S01002037","Unknown","Ratio",0
"2008","S01002037","Terraced","Ratio","1.89"
"2011","S01002037","Terraced","Ratio","1.89"
"2007","S01002037","Unknown","Ratio",0
"2011","S01002037","Unknown","Ratio",0
"2006","S01002037","Unknown","Ratio",0
"2007","S01002037","Semi-Detached","Ratio","1.27"
"2013","S01002037","Unknown","Ratio",0
"2006","S01002037","Semi-Detached","Ratio","1.27"
"2009","S01002037","Unknown","Ratio",0
"2007","S01002037","Flats","Ratio","96.52"
"2012","S01002037","Semi-Detached","Ratio","1.26"
"2010","S01002037","Flats","Ratio","96.21"
"2012","S01002037","Unknown","Ratio",0
"2010","S01002037","Unknown","Ratio",0
"2012","S01002037","Terraced","Ratio","1.89"
"2006","S01002037","Terraced","Ratio","1.9"
"2013","S01002037","Detached","Ratio","0.63"
"2009","S01002037","Detached","Ratio","0.63"
"2009","S01002037","Flats","Ratio","96.21"
"2006","S01002037","Flats","Ratio","96.52"
"2013","S01002037","Flats","Ratio","96.21"
"2007","S01002037","Detached","Ratio","0.32"
"2012","S01002037","Detached","Ratio","0.63"
"2013","S01002037","Terraced","Ratio","1.89"
"2011","S01002037","Detached","Ratio","0.63"
"2013","S01002037","Semi-Detached","Ratio","1.26"
"2009","S01002037","Semi-Detached","Ratio","1.26"
"2006","S01002037","Detached","Ratio","0.32"
"2008","S01002037","Detached","Ratio","0.63"
"2008","S01002037","Flats","Ratio","96.21"
"2010","S01002037","Detached","Ratio","0.63"
"2009","S01002037","Terraced","Ratio","1.89"
"2012","S01002037","Flats","Ratio","96.21"
"2011","S01002037","Flats","Ratio","96.21"
"2007","S01002037","Terraced","Ratio","1.9"
"2010","S01002037","Semi-Detached","Ratio","1.26"
"2008","S01002037","Semi-Detached","Ratio","1.26"
"2010","S01002037","Terraced","Ratio","1.89"
"2011","S01002037","Semi-Detached","Ratio","1.26"
"2013","S01002038","Detached","Count",0
"2011","S01002038","Detached","Count",0
"2007","S01002038","Detached","Count",0
"2008","S01002038","Detached","Count",0
"2010","S01002038","Detached","Count",0
"2004","S01002038","All","Count",245
"2005","S01002038","All","Count",245
"2006","S01002038","All","Count",245
"2007","S01002038","All","Count",245
"2008","S01002038","All","Count",245
"2009","S01002038","All","Count",245
"2010","S01002038","All","Count",245
"2011","S01002038","All","Count",245
"2012","S01002038","All","Count",245
"2013","S01002038","All","Count",245
"2003","S01002038","All","Count",245
"2010","S01002038","Flats","Count",238
"2006","S01002038","Flats","Count",238
"2012","S01002038","Flats","Count",238
"2011","S01002038","Flats","Count",238
"2009","S01002038","Flats","Count",238
"2013","S01002038","Flats","Count",238
"2007","S01002038","Flats","Count",238
"2008","S01002038","Flats","Count",238
"2008","S01002038","Semi-Detached","Count",0
"2010","S01002038","Semi-Detached","Count",0
"2007","S01002038","Semi-Detached","Count",0
"2011","S01002038","Semi-Detached","Count",0
"2012","S01002038","Semi-Detached","Count",0
"2006","S01002038","Semi-Detached","Count",0
"2013","S01002038","Semi-Detached","Count",0
"2009","S01002038","Semi-Detached","Count",0
"2013","S01002038","Terraced","Count",7
"2012","S01002038","Terraced","Count",7
"2008","S01002038","Terraced","Count",7
"2006","S01002038","Terraced","Count",7
"2009","S01002038","Terraced","Count",7
"2011","S01002038","Terraced","Count",7
"2007","S01002038","Terraced","Count",7
"2010","S01002038","Terraced","Count",7
"2006","S01002038","Unknown","Count",0
"2011","S01002038","Unknown","Count",0
"2007","S01002038","Unknown","Count",0
"2008","S01002038","Unknown","Count",0
"2012","S01002038","Unknown","Count",0
"2010","S01002038","Unknown","Count",0
"2009","S01002038","Unknown","Count",0
"2013","S01002038","Unknown","Count",0
"2009","S01002038","Detached","Count",0
"2006","S01002038","Detached","Count",0
"2012","S01002038","Detached","Count",0
"2008","S01002038","Unknown","Ratio",0
"2008","S01002038","Terraced","Ratio","2.86"
"2011","S01002038","Terraced","Ratio","2.86"
"2007","S01002038","Unknown","Ratio",0
"2011","S01002038","Unknown","Ratio",0
"2006","S01002038","Unknown","Ratio",0
"2007","S01002038","Semi-Detached","Ratio",0
"2013","S01002038","Unknown","Ratio",0
"2006","S01002038","Semi-Detached","Ratio",0
"2009","S01002038","Unknown","Ratio",0
"2007","S01002038","Flats","Ratio","97.14"
"2012","S01002038","Semi-Detached","Ratio",0
"2010","S01002038","Flats","Ratio","97.14"
"2012","S01002038","Unknown","Ratio",0
"2010","S01002038","Unknown","Ratio",0
"2012","S01002038","Terraced","Ratio","2.86"
"2006","S01002038","Terraced","Ratio","2.86"
"2013","S01002038","Detached","Ratio",0
"2009","S01002038","Detached","Ratio",0
"2009","S01002038","Flats","Ratio","97.14"
"2006","S01002038","Flats","Ratio","97.14"
"2013","S01002038","Flats","Ratio","97.14"
"2007","S01002038","Detached","Ratio",0
"2012","S01002038","Detached","Ratio",0
"2013","S01002038","Terraced","Ratio","2.86"
"2011","S01002038","Detached","Ratio",0
"2013","S01002038","Semi-Detached","Ratio",0
"2009","S01002038","Semi-Detached","Ratio",0
"2006","S01002038","Detached","Ratio",0
"2008","S01002038","Detached","Ratio",0
"2008","S01002038","Flats","Ratio","97.14"
"2010","S01002038","Detached","Ratio",0
"2009","S01002038","Terraced","Ratio","2.86"
"2012","S01002038","Flats","Ratio","97.14"
"2011","S01002038","Flats","Ratio","97.14"
"2007","S01002038","Terraced","Ratio","2.86"
"2010","S01002038","Semi-Detached","Ratio",0
"2008","S01002038","Semi-Detached","Ratio",0
"2010","S01002038","Terraced","Ratio","2.86"
"2011","S01002038","Semi-Detached","Ratio",0
"2013","S01002039","Detached","Count",102
"2011","S01002039","Detached","Count",102
"2007","S01002039","Detached","Count",103
"2008","S01002039","Detached","Count",103
"2010","S01002039","Detached","Count",102
"2004","S01002039","All","Count",308
"2005","S01002039","All","Count",308
"2006","S01002039","All","Count",308
"2007","S01002039","All","Count",309
"2008","S01002039","All","Count",309
"2009","S01002039","All","Count",308
"2010","S01002039","All","Count",309
"2011","S01002039","All","Count",309
"2012","S01002039","All","Count",309
"2013","S01002039","All","Count",308
"2003","S01002039","All","Count",306
"2010","S01002039","Flats","Count",128
"2006","S01002039","Flats","Count",127
"2012","S01002039","Flats","Count",128
"2011","S01002039","Flats","Count",128
"2009","S01002039","Flats","Count",128
"2013","S01002039","Flats","Count",128
"2007","S01002039","Flats","Count",128
"2008","S01002039","Flats","Count",128
"2008","S01002039","Semi-Detached","Count",30
"2010","S01002039","Semi-Detached","Count",30
"2007","S01002039","Semi-Detached","Count",30
"2011","S01002039","Semi-Detached","Count",30
"2012","S01002039","Semi-Detached","Count",30
"2006","S01002039","Semi-Detached","Count",30
"2013","S01002039","Semi-Detached","Count",29
"2009","S01002039","Semi-Detached","Count",30
"2013","S01002039","Terraced","Count",49
"2012","S01002039","Terraced","Count",49
"2008","S01002039","Terraced","Count",48
"2006","S01002039","Terraced","Count",48
"2009","S01002039","Terraced","Count",48
"2011","S01002039","Terraced","Count",49
"2007","S01002039","Terraced","Count",48
"2010","S01002039","Terraced","Count",49
"2006","S01002039","Unknown","Count",0
"2011","S01002039","Unknown","Count",0
"2007","S01002039","Unknown","Count",0
"2008","S01002039","Unknown","Count",0
"2012","S01002039","Unknown","Count",0
"2010","S01002039","Unknown","Count",0
"2009","S01002039","Unknown","Count",0
"2013","S01002039","Unknown","Count",0
"2009","S01002039","Detached","Count",102
"2006","S01002039","Detached","Count",103
"2012","S01002039","Detached","Count",102
"2008","S01002039","Unknown","Ratio",0
"2008","S01002039","Terraced","Ratio","15.53"
"2011","S01002039","Terraced","Ratio","15.86"
"2007","S01002039","Unknown","Ratio",0
"2011","S01002039","Unknown","Ratio",0
"2006","S01002039","Unknown","Ratio",0
"2007","S01002039","Semi-Detached","Ratio","9.71"
"2013","S01002039","Unknown","Ratio",0
"2006","S01002039","Semi-Detached","Ratio","9.74"
"2009","S01002039","Unknown","Ratio",0
"2007","S01002039","Flats","Ratio","41.42"
"2012","S01002039","Semi-Detached","Ratio","9.71"
"2010","S01002039","Flats","Ratio","41.42"
"2012","S01002039","Unknown","Ratio",0
"2010","S01002039","Unknown","Ratio",0
"2012","S01002039","Terraced","Ratio","15.86"
"2006","S01002039","Terraced","Ratio","15.58"
"2013","S01002039","Detached","Ratio","33.12"
"2009","S01002039","Detached","Ratio","33.12"
"2009","S01002039","Flats","Ratio","41.56"
"2006","S01002039","Flats","Ratio","41.23"
"2013","S01002039","Flats","Ratio","41.56"
"2007","S01002039","Detached","Ratio","33.33"
"2012","S01002039","Detached","Ratio","33.01"
"2013","S01002039","Terraced","Ratio","15.91"
"2011","S01002039","Detached","Ratio","33.01"
"2013","S01002039","Semi-Detached","Ratio","9.42"
"2009","S01002039","Semi-Detached","Ratio","9.74"
"2006","S01002039","Detached","Ratio","33.44"
"2008","S01002039","Detached","Ratio","33.33"
"2008","S01002039","Flats","Ratio","41.42"
"2010","S01002039","Detached","Ratio","33.01"
"2009","S01002039","Terraced","Ratio","15.58"
"2012","S01002039","Flats","Ratio","41.42"
"2011","S01002039","Flats","Ratio","41.42"
"2007","S01002039","Terraced","Ratio","15.53"
"2010","S01002039","Semi-Detached","Ratio","9.71"
"2008","S01002039","Semi-Detached","Ratio","9.71"
"2010","S01002039","Terraced","Ratio","15.86"
"2011","S01002039","Semi-Detached","Ratio","9.71"
"2013","S01002040","Detached","Count",1
"2011","S01002040","Detached","Count",1
"2007","S01002040","Detached","Count",1
"2008","S01002040","Detached","Count",1
"2010","S01002040","Detached","Count",1
"2004","S01002040","All","Count",304
"2005","S01002040","All","Count",305
"2006","S01002040","All","Count",308
"2007","S01002040","All","Count",308
"2008","S01002040","All","Count",309
"2009","S01002040","All","Count",356
"2010","S01002040","All","Count",356
"2011","S01002040","All","Count",356
"2012","S01002040","All","Count",355
"2013","S01002040","All","Count",355
"2003","S01002040","All","Count",302
"2010","S01002040","Flats","Count",355
"2006","S01002040","Flats","Count",307
